W7_id1	W7_id2	W7_id3	W7_id4	W7_ind1	W7_team	W7_posit	W701_01	W701_02	W702_01	W702_02	W703_01	W703_02	W704	W705_01	W705_02	W706_01	W706_02	W706_03	W706_04	W706_05	W706_06	W706_07	W706_08	W707	W708_01	W708_02	W708_03	W708_04	W708_05	W708_06	W708_07	W708_08	W708_09	W708_10	W708_11	W708_12	W708_13	W708_14	W708_15	W709_01	W709_02	W709_03	W709_04	W709_05	W709_06	W709_07	W709_08	W710_01	W710_02	W710_03	W710_04	W710_05	W710_06	W710_07	W710_08	W710_09	W710_10	W710_11	W710_12	W710_13	W710_14	W711	W712_01	W712_02	W712_03	W712_04	W712_05	W712_06	W713_01	W713_02	W713_03	W713_04	W713_05	W713_06	W713_07	W713_08	W713_09	W713_10	W713_11	W713_12	W713_13	W713_14	W713_15	W713_16	W713_17	W713_18	W713_19	W713_20	W713_21	W713_22	W713_23	W713_24	W714_01	W714_02	W714_03	W714_04	W714_05	W714_06	W714_07	W714_08	W715	W716	W717_01	W717_02	W718	W719_01	W719_02	W719_03	W719_04	W719_05	W719_06	W719_07	W720	W721	W722	W723_01	W723_02	W723_03	W723_04	W723_05	W723_06	W724_01	W724_02	W724_03	W724_04	W724_05	W724_06	W724_07	W724_08	W725_01	W725_02	W725_03	W725_04	W726_01	W726_02	W726_03	W726_04	W726_05	W726_06	W727_01	W727_02	W727_03	W727_04	W727_05	W727_06	W727_07	W727_08	W727_09	W727_10	W727_11	W727_12	W728_01	W728_02	W728_03	W728_04	W729_01	W729_02	W729_03	W729_04	W729_05	W729_06	W729_07	W730_01	W730_02	W730_03	W730_04	W731_01	W731_02	W731_03	W731_04	W731_05	W731_06	W732	W733	W734	W735_01	W735_02	W736_01	W736_02	W7_sex	W7_birthy	W7_birthm	W7_marr	W7_edu	W7_affil
1	0	321	0	1	1	1	2011	8	2017	1	1	3	302	2011	8	3	3	3	3	3	2	3	4	3	4	3	4	4	3	4	3	3	4	3	4	3	3	3	4	8	3	4	3	3				1	2	2		2		2		2		2		2		3	3	3	2	3	3	3	3	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1				2								3	2	1	4	3	3	3	4	4									3	2	2	3	2	2	3	3	2	4	3	2	3	3	3	3	3	4	4	3	3	3	3	3	3	3	3	4	3	3	3	4	4											1		2	40	0	4500		1	84	2	2	6	2
1	0	322	0	1	1	1	1993	2	2012	1	1	6	306	2014	11	1	2	2	2	1	1	2	2	1	2	2	2	2	2	1	2	2	3	3	3	3	2	3	2	8	2	2	2	3				1	2	2		1	2	2		2		2		2		2	2	2	2	3	2	4	3	2	2		2		2		2		2		1	1	1	2	2		2		2		2		2		2		2		2		1				2								2	2	1	4	4	4	4	3	2									3	1	2	1	2	2	3	3	1	2	3	1	1	3	3	3	3	4	4	2	2	1	3	3	2	2	3	4	2	3	4	3	2											1		2	40	3	7400		1	66	4	2	6	3
1	0	322	1	1	1	3	1997	2	1997	2	1	1	306	2017	1	2	2	1	1	1	1	1	1																									1	1	1	1	1	1	1	1	2		2		1	1	1	2	1	4	1	1	1	1	1	2		2		2		2		2		1	2	2		2		2		2		2		2		2		2		2		3				2								5	1	1															1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	1	3	3	3	3	5	4	3											1	2	2	40	0	5500		2	78	6	2	7	2
1	0	322	2	1	1	3	2013	10	2013	10	1	1	306	2013	10	3	3	3	3	3	4	3	2																									1	2	1	2	1	3	2		2		2		2		5	2	3	4	3	2	3	2	3	2		1	3	2		2		1	3	1	2	1	2	1	3	2		2		1	3	1	2	2		2		2		3				2								3	1	2															2	3	2	4	2	2	2	3	2	3	2	3	3	2	3	3	2	2	3	2	3	3	2	3	2	2	2	3	3	4	3	3	4											1	2	2	40	12	5000		1	83	9	2	7	3
1	0	401	0	1	1	1	1995	11	2012	1	1	5	401	1996	6	3	4	3	3	3	3	4	4	2	4	4	4	3	5	1	3	4	4	5	4	2	2	4	1	8	4	5	4	5				1	3	1	3	2		2		2		2		1	4	6	4	5	4	4	4	4	3	3	2		2		1	3	2		2		2		1	3	2		2		1	4	2		2		2		2		2		1				2								2	2	1	5	5	5	4	4	4									3	3	3	3	4	4	3	4	2	3	3	2	2	4	4	4	4	4	4	4	4	2	5	2	3	4	2	5	5	4	4	4	4											1		2	40	0	6000		1	69	6	2	6	3
1	0	401	1	1	1	3	2011	11	2017	1	1	3	401	2011	11	4	4	4	5	4	3	5	5																									1	4	1	4	1	3	2		2		2		2		5	2	2	3	4	4	4	3	4	2		2		2		2		2		2		2		2		2		1	4	2		2		2		2		2		1				2								2	2	3															2	1	2	1	2	2	2	4	3	3	2	2	2	2	2	2	3	3	4	3	3	3	3	4	4	3	2	4	1	3	2	3	3											1	2	2	40	5	5000		1	83	4	2	7	3
1	0	401	2	1	1	3	2016	1	2016	1	1	1	401	2016	1	5	5	5	5	4	4	4	4																									1	4	1	4	2		2		2		2		1	2	3	5	5	5	5	5	5	3	3	2		2		2		2		2		1	2	2		2		2		2		2		2		2		2		2		1				2								4	3	4															4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	5	5	5	2	1	3											1	2	2	40	4		358	1	85	8	2	6	1
1	0	401	3	1	1	3	2002	2	2002	2	1	1	401	2016	12	4	4	4	4	3	2	3	3																									1	3	1	3	2		2		2		2		2		4	3	3	3	3	4	3	2	3	2		2		2		2		2		1	3	2		2		2		2		2		2		2		2		2		1				2								2	1	2															3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	3	3	3	4	4	4	4	3	3											1	2	1	40	2	5000		2	79	10	2	6	3
1	0	402	0	1	1	1	1995	7	2017	1	1	6	599	2000	1	3	3	3	3	2	2	3	3	1	3	3	4	2	4	2	2	3	3	3	4	3	3	3	3	8	2	4	4	4				1	3	1	3	1	4	2		2		2		1	3	5	5	4	3	4	4	4	3	4	2		2		2		2		2		2		2		2		2		2		2		1	4	2		2		2		1				1	19	1010	13	2002	2	3	4	2	2	1	5	5	4	5	5	5									3	3	3	2	3	4	3	3	3	3	2	2	3	3	3	3	3	4	4	3	4	2	4	4	5	4	4	4	2	3	5	4	4											1		2	40	0	6378		1	69	12	2	6	3
1	0	402	1	1	1	3	2012	8	2012	8	1	1	599	2012	8	4	4	4	4	4	4	3	4																									1	4	1	4	2		2		2		2		1	3	7	5	5	3	4	4	4	4	4	2		2		2		2		2		2		2		2		2		1	3	2		1	3	2		2		2		3				1	11	5030	19	2015	2	3	4	2	3	2															4	3	4	4	4	3	4	4	3	3	4	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	2	4	3	3	3	2	2											1	2	2	40	6	5000		1	80	9	2	6	3
1	0	402	2	1	1	3	2011	6	2016	9	3	4	599	2011	6	4	4	4	4	4	3	4	4																									1	4	1	4	1	4	2		2		2		1	3	4	4	4	5	5	5	4	3	4	2		2		2		1	3	2		2		1	3	2		2		2		2		2		2		2		2		3				1	19	1010	13	2006	2	4	4	3	2	2															4	3	3	4	3	4	4	4	4	4	4	3	2	4	4	4	5	4	4	3	4	3	4	4	4	4	2	4	4	4	2	4	4											1	2	2	40	10	5300		1	80	8	2	6	3
1	0	403	0	1	2	1	1993	3	2009	9	1	6	401	2014	10	3	4	3	4	3	4	3	4	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	8	3	3	3	3				1	4	1	4	2		2		2		2		2		4	4	4	3	4	4	4	3	3	2		2		1	2	2		2		2		1	3	2		2		2		1	3	1	3	2		2		2		3				2								2	2	1	4	4	4	4	5	4									3	3	3	3	4	4	3	3	3	4	4	3	3	3	4	4	4	4	4	3	3	3	4	3	4	4	3	4	4	4	3	3	4	10	70	20	0	3	3	4	4	4	4	1		2	40	0	7000		1	67	7	2	6	3
1	0	701	0	1	3	2	1988	7	2016	7	1	8				3	4	3	2	3	3	3	3																									1	3	1	2	2		2		2		2		2		3	2	3	3	3	3	3	3	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	5	3	6	1	17	6010	14	2003	2	3	4	2	2	1							2	2	3	3	2	2	2	3	2	3	3	2	3	3	3	3	2	4	2	3	3	3	3	3	3	3	3	2	3	3	4	3	3	3	1	4	4	4	3	3	4											1		1	40	4	-9		1	61	7	2	6	3
1	0	701	1	1	3	4	2000	1	2000	1	1	1				3	3	3	3	3	3	4	4																									1	3	1	3	2		2		2		2		2		3	4	4	4	4	4	4	3	4	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	3	2	6	1	19	6020	15	1988	2	3	2	2	1	1															3	3	3	3	3	3	3	4	3	3	3	3	3	4	4	4	4	4	4	3	3	3	4	4	3	4	2	4	2	4	3	2	2											1	2	1	40	8	8500		1	71	1	2	3	
1	0	701	2	1	3	4	2013	4	2013	4	1	1				4	4	3	4	4	3	4	4																									1	3	1	3	2		2		2		2		2		4	4	4	3	4	4	4	3	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	1	2	3	2								2	2	2															3	3	3	3	2	2	2	3	3	3	3	2	1	3	3	3	4	4	5	3	3	3	4	4	3	3	4	3	4	4	2	4	3											1	2	1	40	8	5000		1	85	4	2	6	1
1	0	701	3	1	3	4	1996	8	1996	8	1	1				3	4	3	3	3	2	4	4																									1	3	1	3	2		2		2		2		2		3	4	4	3	4	4	4	3	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	3	2	6	2								2	1	1															3	3	3	3	3	3	3	4	3	3	3	3	3	4	3	4	4	4	4	3	3	3	3	4	3	3	2	3	3	3	3	3	3											1	2	1	40	0	9000		1	65	1	2	3	
1	0	701	4	1	3	4	1992	8	1992	8	1	1				3	2	3	2	2	3	3	3																									1	3	1	3	2		2		2		2		2		3	5	4	1	4	3	4	4	3	2		2		1	2	2		2		1	2	1	1	2		2		2		2		2		2		2		2		1	4	2	5	2								1	3	1															2	2	2	2	3	3	4	3	2	3	2	2	2	3	2	3	3	4	4	2	3	3	3	3	2	3	3	3	2	2	4	3	4											1	2	1	40	8	9000		1	68	8	2	3	
1	0	701	5	1	3	4	1990	8	1990	8	1	1				1	1	1	1	2	2	3	2																									1	2	2		2		2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	4	3	4	2								2	1	2															2	2	2	2	2	2	2	3	2	3	2	2	2	3	4	4	3	3	4	3	2	2	3	3	3	3	2	3	4	3	3	2	4											1	2	1	40	4	-9		1	60	9	2	4	
1	0	702	0	1	3	2	1987	5	2001	6	1	8				2	2	3	2	2	2	3	2																									1	3	1	3	2		2		2		2		2		4	5	5	4	5	5	5	3	3	2		1	3	2		2		2		2		1	3	2		2		2		2		2		2		2		2		1	4	3	6	2								2	2	1							3	3	3	3	3	1	1	1	3	3	3	3	3	3	3	3	1	3	3	2	2	3	3	3	4	4	4	4	4	3	4	4	4	4	1	4	1	3	3	3	3											1		1	40	4	-9		1	62	8	2	3	
1	0	702	1	1	3	4	2012	4	2012	4	1	1				3	3	4	4	2	2	3	3																									1	3	2		2		2		2		2		2		4	4	4	2	4	3	3	2	4	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	1	3	4	2								2	2	2															3	3	3	3	2	2	2	3	3	3	3	2	1	3	3	3	4	4	5	3	3	3	4	4	3	3	4	3	4	4	2	4	3											1	2	1	40	8	5000		1	87	12	1	6	3
1	0	702	2	1	3	4	1996	7	1996	7	1	1				3	3	4	5	3	2	3	2																									1	2	2		2		2		2		2		2		2	4	4	2	3	3	4	3	3	2		2		1	3	2		2		1	2	1	3	2		2		2		2		2		2		2		2		1	4	2	6	2								2	1	1															2	2	2	2	2	4	2	4	2	2	2	2	2	3	3	3	4	3	4	3	3	3	4	4	3	3	3	4	3	3	4	4	3											1	2	1	40	8	8000		1	73	8	1	4	
1	0	702	3	1	3	4	1990	7	1990	7	1	1				1	1	1	1	2	2	2	2																									1	2	2		2		2		2		2		2		2	3	2	2	2	2	2	2	2	2		2		1	2	1	2	2		2		1	2	2		2		2		2		2		2		2		2		1	1	3	4	2								2	1	2															2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	4	4	3	3	3	3	3	3	3	3	3	3	3	3	4	4											1	2	1	40	4	-9		1	64	5	2	2	
1	0	703	0	1	3	2	1987	8	2002	2	1	2				2	2	2	3	2	1	2	3																									1	3	1	3	2		2		2		2		2		3	4	4	3	3	3	4	3	3	2		2		2		2		2		2		2		2		2		1	3	1	3	2		2		2		2		1	5	3	5	1	17	6010	14	1999	2	3	2	2	2	2							2	2	2	2	2	1	2	1	3	3	3	3	3	4	4	4	4	4	3	3	3	4	3	3	3	3	4	3	3	3	4	4	4	3	1	1	3	4	2	2	3											1		1	40	2	10000		1	63	3	2	3	
1	0	703	1	1	3	4	2000	1	2000	1	1	1				2	2	2	2	2	1	3	2																									2		2		2		2		2		2		2		1	2	2	3	2	2	2	2	2	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	1	1	4	2								2	2	3															3	3	3	3	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	3	4	3	4	4	4	3	2	2											1	2	1	40	0	-9		1	71	5	2	4	
1	0	703	2	1	3	4	2000	1	2000	1	1	1				2	2	2	2	2	1	3	3																									2		2		2		2		2		2		2		1	1	1	3	1	1	1	1	2	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	1	1	4	1	9	1050	15	2001	2	2	4	3	2	2															3	3	3	3	4	4	4	4	4	4	4	3	3	3	3	3	5	3	4	3	3	3	3	5	3	3	4	4	4	4	2	3	2											1	2	1	40	0	7700		1	69	10	2	6	2
1	0	703	3	1	3	4	2000	1	2000	1	1	1				2	3	4	3	2	1	3	4																									2		2		2		2		2		2		2		1	1	1	3	1	1	1	2	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	1	1	4	2								3	2	2															3	3	3	3	4	4	4	4	3	4	4	3	3	3	3	3	5	3	4	3	3	3	3	5	4	4	4	4	4	4	2	3	2											1	2	1	40	0	7500		1	76	2	2	2	
1	0	703	4	1	3	4	1996	4	1996	4	1	1				2	2	4	4	3	1	2	2																									2		2		2		2		2		2		2		1	2	2	3	2	2	2	2	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	1	1	4	2								1	2	1															3	3	3	3	2	2	1	1	1	4	3	3	3	3	3	3	3	3	3	3	3	3	4	4	3	4	3	4	4	4	3	3	2											1	2	1	40	0	-9		1	72	7	2	4	
1	0	703	5	1	3	4	2003	7	2003	7	1	1				4	4	3	4	4	3	3	3																									1	2	2		2		2		2		2		2		3	3	3	2	3	3	3	2	2	2		2		2		2		2		1	2	2		2		2		2		2		2		2		2		2		1	2	3	5	2								1	2	1															3	2	2	2	3	3	2	2	2	2	3	2	2	2	2	2	3	2	3	3	2	2	4	4	3	4	2	3	4	4	3	4	3											1	2	1	40	8	-9		1	76	1	2	4	
1	0	703	6	1	3	4	2002	8	2002	8	1	1				1	1	1	1	1	1	1	1																									1	3	2		2		2		2		2		2		2	2	2	5	3	3	3	1	1	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	1	4	4	1	99	99999	96	2001	2	2	3	5	1	3															2	2	2	2	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	4	4	1	3	4	3	1	4	3	4	2											1	2	1	40	0	7800		1	75	2	2	3	
2	0	321	0	1	1	1	2010	11	2016	1	1	3	302	2010	11	4	4	4	4	4	3	3	4	4	4	4	4	5	4	4	3	4	4	3	4	4	3	4	4	4	3	3	3	4				1	2	1	3	1	3	2		2		2		2		4	4	4	3	4	4	4	3	4	2		2		2		2		1	3	2		2		2		2		2		2		2		2		2		2		3				2								3	2	1	4	3	4	4	3	4									4	3	3	3	3	4	4	4	3	4	3	3	3	3	3	3	4	4	3	4	4	4	4	3	4	3	3	3	3	3	2	3	3											1		2	40	5	4000		1	81	8	1	6	1
5	0	321	0	2	1	1	2014	1	2014	1	4	4	302	2017	7	4	3	4	3	4	4	2	4	3	3	3	3	4	2	4	3	2	2		2	4	3	3	3		3		3		3	5		1	1	1	3	1	1	2		2		2		2		2	3	4	2	3	2	4	4	4	1	1	2		1	1	2		2		2		1	1	2		2		2		2		1	3	2		2		2		1				2								2	2	4	4	2	3	3	4	3									3	3	4	3	4	3	2	3	3	3	3	3	3	4	3	3	3	3	2	3	3	3	2	4	4	3	3	4	2	3	3	4	2											1		1	40	0	7000		1	87	1	1	6	2
5	0	321	1	2	1	3	2011	11	2015	11	2	3	302	2017	1	5	4	5	5	5	5	5	5																									1	3	1	4	1	3	2		1	3	2		2		9	5	5	5	5	5	5	4	3	2		2		2		1	4	1	4	2		2		2		2		2		2		2		2		2		2		1				2								4	4	2															5	5	5	5	4	4	4	5	5	5	5	5	5	5	5	5	5	3	2	3	4	5	4	4	4	4	2	4	4	4	2	2	4											1	2	1	40	5	6000		1	85	2	2	6	2
5	0	321	2	2	1	3	2013	1	2017	1	2	3	302	2017	7	5	5	5	5	4	5	4	5																									1	3	2		1	3	2		1	3	2		2		2	4	4	4	4	4	4	4	4	2		2		2		2		2		2		1	3	2		2		2		2		1	4	2		2		2		3				2								4	2	1															4	4	5	4	4	4	4	4	4	4	4	4	3	5	4	4	5	3	2	1	4	5	5	5	5	5	1	4	4	5	2	2	3											1	2	1	40	0	6500		2	89	8	1	6	2
5	0	321	3	2	1	3	1996	2	2016	1	1	4	302	2014	2	4	4	4	4	4	4	4	4																									1	4	1	4	1	3	2		1	4	2		2		3	4	4	4	4	4	4	3	4	1	3	2		2		2		2		1	3	1	3	2		2		2		2		2		2		2		2		3				2								2	2	1															4	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	2	2	4	4	4	4	4	4	5	3	4	4	4	2	3	2											1	2	1	40	5	8000		2	77	11	2	6	2
5	0	321	4	2	1	3	2008	3	2016	1	1	2	302	2016	7	4	4	2	4	4	3	3	4																									1	3	2		1	4	2		1	3	2		2		7	4	4	3	5	4	4	3	3	2		2		1	2	2		1	3	2		2		2		2		2		2		2		2		2		2		1				2								4	2	2															4	4	5	5	4	3	4	4	4	4	4	4	4	4	4	4	5	4	2	3	4	4	4	4	4	4	2	3	5	4	2	3	4											1	2	1	40	5	6175		2	85	7	2	6	2
5	0	322	0	2	1	1	1995	1	2017	1	1	6	302	2017	1	4	5	5	4	4	4	4	4	3	4	4	4	5	4	4	4	5	4		4	5	5	4	4		4		4		4	4		1	3	1	3	2		2		2		2		2		5	4	4	4	3	4	4	2	2	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		3				2								2	3	1	5	5	4	4	4	4									4	4	3	4	3	4	4	4	4	4	4	4	5	4	4	5	3	4	4	4	4	4	5	5	5	5	1	5	5	5	1	1	1											1		2	40	8	-9		1	69	4	2	7	1
5	0	322	1	2	1	3	2001	10	2015	1	2	5	302	2012	1	4	4	4	4	5	3	3	3																									2		1	3	1	4	2		2		2		2		4	2	4	1	2	2	4	3	4	2		2		2		2		2		2		2		2		2		2		2		1	3	2		2		2		1				2								2	1	2															4	2	2	2	3	4	4	4	4	4	4	2	2	4	4	4	3	4	3	2	2	2	4	5	5	4	1	4	4	4	2	2	4											1	2	2	40	0	9000		2	79	5	2	6	4
5	0	322	2	2	1	3	2011	11	2015	11	2	3	302	2016	3	4	4	4	4	4	4	4	4																									1	3	1	3	1	3	2		2		2		2		4	4	4	4	4	4	4	2	2	1	3	2		2		2		2		1	3	2		2		2		2		2		2		2		2		2		3				2								4	2	1															4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	4	4	4	2	2	2											1	2	2	40	0	7000		1	86	3	2	6	1
5	0	322	3	2	1	3	2003	8	2014	3	1	5	302	2017	7	5	5	5	5	5	5	5	5																									1	3	2		1	3	2		2		2		2		2	5	5	5	5	5	5	3	3	1	4	2		2		2		2		1	3	2		2		2		2		2		2		2		2		2		1				2								2	3	1															4	4	3	4	4	3	4	4	5	3	4	3	4	4	4	4	4	3	3	3	4	4	4	4	4	4	2	4	5	4	1	4	4											1	2	2	40	0	9000		1	76	9	2	6	2
5	0	322	4	2	1	3	2012	1	2016	1	2	3	302	2016	1	4	3	3	3	4	4	4	4																									1	4	1	3	1	3	2		2		2		2		4	3	4	4	3	4	4	3	4	2		2		2		2		1	4	2		2		2		2		2		2		2		2		2		2		1				1	20	6040	13	2011	2	2	4	2	1	2															4	4	4	3	4	4	3	4	3	4	4	4	4	3	4	3	4	4	3	3	4	4	4	3	4	4	3	4	4	4	2	3	4											1	2	1	40	0	6500		1	85	4	2	6	3
7	0	201	0	2	1	1	2006	1	2015	1	2	4	602	2015	1	5	5	5	5	5	5	5	5	4	4	4	4	4	5	4	4	4	4		4	5	5	5	5		4		4		4	4		2		2		1	3	1	2	2		2		2		1	4	3	4	4	4	4	3	3	2		2		1	2	2		2		2		2		2		2		2		2		2		2		2		2		1				1	2	4060	40	2008	4	3	4	2	1	2	4	4	4	4	4	4									4	4	4	4	4	4	4	5	4	3	4	3	4	4	5	4	4	5	5	5	4	4	5	5	5	5	1	5	5	5	2	2	2											1		1	40	10	-9		1	79	11	2	7	2
7	0	201	1	2	1	3	2007	12	2015	1	2	4	602	2015	1	4	4	4	4	4	3	4	4																									1	3	1	2	1	3	2		2		2		1	2	4	5	4	3	4	4	4	3	3	2		2		1	2	2		2		2		1	3	2		2		2		2		1	3	2		2		2		4				2								2	3	1															4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	4	4	4	4	4	5	4	5	5	1	4	5	5	2	2	3											1	2	1	40	12	7270		1	82	5	1	6	2
7	1	201	0	2	1	1	2001	12	2010	12	1	5	202	2015	1	3	4	4	4	4	3	4	4	3	4	4	5	5	5	5	5	4	5		5	5	4	5	5		5		4		4	4		1	3	2		1	3	1	4	2		2		2		4	5	5	4	4	4	4	3	3	2		2		2		2		2		1	3	1	3	2		2		2		2		2		2		2		2		1				2								1	2	1	5	5	4	5	4	4									5	5	5	5	5	4	4	5	4	4	5	4	4	4	5	5	5	4	4	4	5	4	5	5	5	5	3	4	4	4	2	2	2											1		1	40	2	-9		1	69	6	2	6	1
7	1	201	1	2	1	3	2008	12	2011	1	1	3	202	2013	8	4	4	5	4	4	4	4	4																									1	2	2		1	3	1	3	2		2		2		3	4	4	4	5	4	4	3	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		3				2								2	2	2															4	4	4	5	4	4	4	4	5	4	4	4	4	4	4	4	4	4	3	4	4	4	5	5	5	5	2	4	4	4	2	2	3											1	2	1	40	10	6100		1	84	1	2	6	2
7	1	201	2	2	1	3	2009	10	2016	1	2	3	202	2013	7	4	4	4	4	4	4	4	4																									1	3	2		1	3	1	3	2		2		2		3	5	4	4	4	4	4	3	4	2		2		1	3	2		2		2		2		2		2		2		2		2		2		2		2		3				2								3	2	1															4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	5	4	5	4	1	4	5	4	2	2	3											1	2	1	40	10	-9		2	84	11	1	6	4
7	1	201	3	2	1	3	2007	1	2014	1	2	4	202	2012	6	4	4	4	4	4	4	4	4																									1	3	2		1	4	2		2		2		2		3	4	4	3	4	4	4	3	3	2		2		2		2		2		2		1	2	2		2		2		2		1	3	2		2		2		4				2								2	2	1															4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4	3	5	4	4	4	4	4	4	1	5	5	5	2	2	3											1	2	1	40	10	-9		1	81	12	1	6	3
7	1	201	4	2	1	3	2002	1	2014	1	2	5	202	2013	8	4	4	4	4	4	4	4	4																									1	3	1	3	1	4	2		2		2		2		5	4	4	4	4	4	4	3	3	1	3	2		2		2		2		2		1	3	2		2		2		2		2		2		2		2		1				1	3	1030	30	2011	3	3	4	2	3	2															4	4	4	4	5	5	5	5	4	4	5	4	4	4	4	5	5	5	4	5	4	4	5	5	5	5	1	5	5	5	1	1	2											1	2	1	40	10	-9		1	73	6	2	4	
7	1	202	0	2	1	1	2002	9	2017	1	4	6	204	2012	7	5	5	5	5	4	4	4	5	4	4	4	4	4	5	5	4	4	4		4	4	4	4	5		4		4		4	4		1	3	1	2	1	3	2		2		2		2		4	5	5	4	5	5	5	3	3	2		2		2		2		2		2		1	2	2		2		2		2		1	2	2		2		2		1				2								2	2	2	4	4	4	5	4	4									5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	5	5	4	4	4	4	4	5	5	5	5	1	4	3	3	3	2	3											1		1	40	0	-9		2	67	2	2	5	1
7	1	202	1	2	1	3	2008	12	2012	12	2	3	204	2012	7	4	5	4	4	4	3	3	3																									1	2	2		1	3	2		2		2		2		3	4	4	3	4	4	4	3	3	2		2		2		2		2		2		2		2		2		2		2		1	2	2		2		2		4				1	3	99010	40	2014	4	2	4	2	2	2															4	4	4	4	3	3	3	4	3	3	3	3	3	4	3	3	4	4	4	4	4	4	3	2	3	3	4	3	3	3	4	4	3											1	2	1	40	5	-9		2	86	4	1	5	1
7	1	202	2	2	1	3	2006	1	2006	1	3	3	204	2011	1	4	4	4	4	4	3	4	4																									2		2		1	3	2		2		2		2		1	4	4	4	4	4	4	3	3	2		2		2		2		2		2		1	2	2		2		2		2		2		2		2		2		1				2								3	2	2															4	3	4	4	4	4	4	5	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	3	4	4	2	4	4	4	3	2	3											1	2	1	40	5	6600		2	82	9	1	6	2
7	1	311	0	2	1	1	2002	4	2008	1	3	5	301	2012	2	4	4	4	3	4	3	3	3	3	4	4	5	4	4	3	3	3	4		4	3	3	3	4		4		3		4	4		2		2		1	3	2		2		2		2		1	3	3	3	4	3	3	3	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		3				2								4	4	1	4	4	5	5	4	4									4	4	3	3	4	2	3	4	4	4	3	3	3	4	4	4	4	4	4	5	4	4	4	4	4	4	2	4	3	4	4	3	2											1		1	40	12	-9		1	69	10	2	8	2
7	1	311	1	2	1	3	2002	1	2014	1	3	4	301	2015	1	3	3	4	4	4	3	4	4																									1	2	2		1	3	2		2		2		2		3	4	4	3	4	4	4	3	4	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1				2								2	2	1															4	4	4	4	3	3	3	4	4	4	4	3	3	3	4	4	4	4	3	4	4	4	4	4	4	4	3	4	3	4	3	2	2											1	2	1	40	3	8100		2	77	2	1	6	2
7	1	311	2	2	1	3	2007	4	2016	1	2	3	301	2014	2	4	4	4	4	4	3	4	4																									1	2	1	3	2		2		2		2		2		3	5	5	3	5	5	5	4	4	2		2		1	2	2		2		2		2		2		2		2		2		1	3	2		2		2		4				2								2	2	1															4	4	4	4	5	5	4	5	4	4	5	5	5	5	5	5	5	4	4	5	5	5	5	2	4	4	1	4	4	4	3	2	2											1	2	1	40	0	4100		2	82	4	2	6	2
7	1	311	3	2	1	3	2005	7	2016	1	3	4	301	2015	1	4	4	4	4	4	4	4	5																									1	3	1	3	1	3	2		1	2	2		2		5	4	4	4	4	4	4	3	3	1	2	2		2		2		2		2		2		2		2		2		2		2		2		2		2		1				2								2	3	1															3	3	4	4	4	3	3	4	4	4	4	4	4	4	5	5	4	4	4	4	4	4	4	4	4	4	3	4	3	3	3	4	3											1	2	1	40	10	6100		1	80	2	1	7	1
7	1	311	4	2	1	3	2003	1	2012	1	2	4	301	2014	9	3	3	4	4	3	3	3	3																									2		2		1	2	1	2	2		2		2		1	3	3	3	3	3	3	2	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1				2								2	2	2															4	4	4	4	3	3	3	4	3	4	4	3	3	3	4	4	4	4	3	4	4	4	4	3	4	4	2	4	4	3	2	2	3											1	2	1	40	10	-9		2	78	7	1	6	4
